    BicycleBmxTeal, {x:1.84, y:1.02, z:1.29}
    Train Track 6 M Old V01, {x:2.40, y:6.00, z:0.34}
    Crystal 03, {x:0.84, y:0.77, z:1.91}
    ChineseLampRopeLarge 01, {x:5.00, y:0.09, z:0.37}
    Bus Stop, {x:12.24, y:10.85, z:4.06}
    Tree Forest Green 03, {x:14.35, y:10.48, z:12.19}
    Log Small 01, {x:3.00, y:0.24, z:0.28}
    Compass 01, {x:0.30, y:0.33, z:0.04}
    Chest Base Iron 01, {x:1.40, y:1.10, z:0.28}
    LilyPad 01, {x:0.64, y:0.72, z:0.02}
    Log, {x:1.00, y:1.00, z:1.00}
    GreenRoof Corner, {x:4.00, y:4.00, z:0.70}
    ConstructionPallet 01, {x:1.59, y:1.41, z:0.22}
    Beanbag Navy, {x:1.81, y:1.73, z:0.99}
    MetalWindow, {x:2.00, y:0.40, z:4.00}
    OrangeRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    BlueDoorframe, {x:2.00, y:0.30, z:4.00}
    HWN20 Cat, {x:0.46, y:0.84, z:0.70}
    Shop Black, {x:6.11, y:9.10, z:4.99}
    Half Column, {x:0.00, y:0.00, z:0.00}
    Shovel, {x:0.34, y:0.10, z:1.54}
    Fence Stone 1M, {x:1.11, y:0.33, z:1.14}
    Stalagmite 02, {x:0.63, y:0.66, z:1.59}
    Plant 01, {x:1.07, y:0.26, z:1.06}
    Turret 03, {x:2.36, y:1.53, z:0.81}
    GreenWindow, {x:2.00, y:0.40, z:4.00}
    DiagonalBoardWall, {x:2.00, y:0.37, z:4.00}
    Gun 01, {x:0.15, y:0.76, z:0.26}
    FloatingPillar, {x:0.42, y:0.42, z:3.36}
    HWN20 Grave 07, {x:1.25, y:1.99, z:0.41}
    Window 4x4 V2 Frame, {x:2.36, y:0.35, z:2.06}
    Poster6, {x:1.00, y:0.03, z:0.62}
    Stone Gold, {x:1.00, y:1.00, z:1.00}
    HWN20 Grave 13, {x:1.20, y:2.31, z:1.42}
    HWN20 CoffinBase, {x:1.19, y:2.95, z:0.47}
    Pipe A, {x:1.01, y:0.84, z:1.99}
    FenceStoneLarge 02, {x:0.27, y:5.06, z:1.10}
    YellowRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    AntiquePillar, {x:0.81, y:0.81, z:4.00}
    Concrete Wall, {x:2.00, y:0.30, z:4.00}
    AcousticPanelDoorframe, {x:2.00, y:0.36, z:4.00}
    Bottle 05, {x:0.18, y:0.21, z:0.31}
    FenceStoneTallSmall 01, {x:0.27, y:1.06, z:1.82}
    Bottle 11, {x:0.19, y:0.19, z:0.67}
    TableRock 01, {x:2.41, y:1.54, z:0.85}
    Gear 5 Angled Teeth, {x:1.49, y:1.57, z:0.52}
    Cactus 9, {x:1.94, y:1.75, z:1.43}
    PlantSF 01, {x:0.76, y:0.69, z:1.35}
    Floor Tiles 2M 01, {x:2.00, y:2.00, z:0.07}
    PillarCat 01, {x:1.96, y:2.61, z:1.53}
    Solid White, {x:1.00, y:1.00, z:1.00}
    TwoSeater Couch, {x:2.80, y:1.48, z:1.48}
    Window 2x4 Glass Panel, {x:0.89, y:0.11, z:1.57}
    Fence Iron End, {x:0.26, y:0.26, z:1.11}
    Candle 02, {x:0.05, y:0.05, z:0.29}
    CreamRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    WaterPatchSide 01, {x:8.00, y:7.45, z:0.38}
    ChineseHouse 01, {x:12.06, y:10.36, z:11.80}
    Chest Scifi, {x:0.63, y:0.75, z:1.25}
    YellowWindow, {x:2.00, y:0.40, z:4.00}
    FloorSciFiPanel 02, {x:2.00, y:2.00, z:0.04}
    Window 1x2 V4 Closed, {x:1.42, y:0.35, z:2.02}
    PlanetFloorViolet 01, {x:16.00, y:16.00, z:0.24}
    Bench Circular 01, {x:1.00, y:1.05, z:0.45}
    PlaygroundSlide 01, {x:3.97, y:0.90, z:2.71}
    Anchor 01, {x:0.96, y:0.14, z:1.34}
    Solid Fucsia, {x:1.00, y:1.00, z:1.00}
    NavyRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    LightBlock 02, {x:0.42, y:1.25, z:0.13}
    TreasurePlate 01, {x:0.44, y:0.44, z:0.02}
    Pot 01, {x:0.67, y:0.89, z:0.67}
    HWN20 BatTree 01, {x:3.70, y:3.18, z:4.89}
    HWN20 PumpkinBasket, {x:0.55, y:0.58, z:0.50}
    FullHeightUShapeStairs, {x:4.02, y:4.03, z:4.00}
    ButtonsTable, {x:1.54, y:1.34, z:0.85}
    FloorBaseDirt 01, {x:16.00, y:16.00, z:0.02}
    Disk, {x:0.39, y:0.39, z:0.01}
    LampPostSciFi 01, {x:0.58, y:0.58, z:2.63}
    Hammer 01, {x:0.23, y:0.55, z:0.11}
    LimeFloor, {x:4.00, y:4.00, z:0.01}
    HexagonFloor, {x:4.00, y:4.00, z:0.02}
    CurvedCouch, {x:4.43, y:2.07, z:1.28}
    HWN20 Pumpkin 02, {x:0.73, y:0.73, z:0.67}
    Tube 01, {x:0.50, y:0.49, z:2.00}
    Road Cobble Angled, {x:2.01, y:2.00, z:0.03}
    TableBar 01, {x:2.78, y:2.78, z:2.80}
    Sand, {x:16.00, y:16.00, z:0.02}
    Grass Long 02, {x:1.00, y:1.00, z:1.00}
    Furnace 3 Pipe, {x:0.43, y:0.43, z:1.21}
    Stones Light, {x:1.00, y:1.00, z:1.00}
    Deck Train Side, {x:3.05, y:11.42, z:3.65}
    Floor Tiles 2M 03, {x:2.00, y:2.00, z:0.06}
    PlantSF 03, {x:0.99, y:1.10, z:1.80}
    L Red, {x:0.50, y:0.08, z:0.50}
    Red Button, {x:0.29, y:0.29, z:0.11}
    MetalBarrelStool, {x:0.54, y:0.54, z:0.53}
    FullHeightStairs, {x:2.00, y:4.02, z:4.00}
    Pipe Screen, {x:0.72, y:3.42, z:1.38}
    Leaves, {x:1.00, y:1.00, z:1.00}
    Bottle 07, {x:0.39, y:0.39, z:0.27}
    Pipe T, {x:0.72, y:1.34, z:1.03}
    Fence Red, {x:22.70, y:3.96, z:0.23}
    RedRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    Rock 08, {x:0.59, y:0.58, z:0.74}
    Green Button, {x:0.27, y:0.27, z:0.06}
    Wood Plank Floor 2x2M, {x:2.00, y:2.00, z:0.14}
    Lever Fantasy, {x:0.63, y:0.82, z:0.29}
    Bamboo 02, {x:0.11, y:0.12, z:3.68}
    Statue 02, {x:2.42, y:2.66, z:3.89}
    HWN20 Bush, {x:3.96, y:6.78, z:1.60}
    HWN20 Grave 05, {x:1.46, y:2.12, z:0.42}
    PlainBlueWall, {x:2.00, y:0.40, z:4.00}
    Tube Grey, {x:0.30, y:0.30, z:4.94}
    HWN20 Grave 11, {x:0.99, y:0.46, z:1.59}
    Poster4, {x:1.00, y:0.03, z:0.62}
    Vertical Platform Genesis, {x:2.00, y:2.00, z:0.83}
    Pipe Cap, {x:0.75, y:0.29, z:0.75}
    TreeStump 01, {x:1.81, y:0.48, z:1.61}
    Street Cleaner, {x:3.32, y:7.16, z:3.90}
    Bus, {x:4.75, y:19.09, z:5.15}
    Barrel No Lid, {x:0.78, y:0.74, z:1.14}
    Turret 01, {x:1.44, y:3.21, z:1.17}
    RockPillars 01, {x:3.25, y:3.06, z:3.23}
    PapyrusDesk 01, {x:0.66, y:0.75, z:1.26}
    Plant 03, {x:0.26, y:0.79, z:0.29}
    Armchair D, {x:1.60, y:1.22, z:1.15}
    StoneSlabMedium 01, {x:1.98, y:0.99, z:0.03}
    Log White, {x:1.00, y:1.00, z:1.00}
    Logs 2, {x:2.14, y:0.83, z:0.62}
    PurpleFloor Small, {x:2.00, y:2.00, z:0.01}
    Road Straight, {x:2.00, y:2.06, z:0.04}
    StonePathCurveBroken 01, {x:2.00, y:2.00, z:0.06}
    OvenSmith 01, {x:4.24, y:2.97, z:1.44}
    Smoker, {x:1.70, y:0.93, z:2.05}
    Ship 01, {x:5.39, y:17.99, z:13.63}
    FloorBaseWood 01, {x:16.00, y:16.00, z:0.02}
    BlackRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Glass, {x:1.00, y:1.00, z:1.00}
    PinkRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Tree Forest Green 01, {x:7.95, y:6.44, z:9.58}
    Manhole 01, {x:1.53, y:1.53, z:0.24}
    Stones1, {x:16.00, y:16.00, z:0.02}
    Crystal 01, {x:1.16, y:1.00, z:1.84}
    GasCharger 01, {x:1.08, y:0.42, z:1.18}
    Y Red, {x:0.50, y:0.08, z:0.50}
    Axe 1, {x:0.41, y:0.12, z:1.19}
    Rope Tool, {x:2.26, y:0.69, z:3.64}
    Stones Dark, {x:1.00, y:1.00, z:1.00}
    Bucket, {x:0.51, y:0.54, z:0.44}
    PlainRedWall, {x:2.00, y:0.40, z:4.00}
    Pedestal 01, {x:2.83, y:2.97, z:2.77}
    PlainNavyWall, {x:2.00, y:0.40, z:4.00}
    Glass Yellow, {x:1.00, y:1.00, z:1.00}
    Chandelier 1, {x:0.43, y:0.24, z:0.68}
    GreenWindowLarge, {x:2.00, y:0.40, z:4.00}
    Grass Short, {x:1.00, y:1.00, z:1.00}
    Shotgun 1, {x:1.56, y:0.10, z:0.25}
    CreamCorner, {x:2.00, y:2.00, z:4.00}
    Coco 01, {x:0.28, y:0.33, z:0.36}
    U Blue, {x:0.50, y:0.08, z:0.50}
    Manhole Red, {x:1.80, y:0.07, z:1.79}
    T Blue, {x:0.50, y:0.08, z:0.50}
    Fallen Leaves, {x:3.06, y:2.90, z:0.01}
    Wood Plank Floor 4x4M, {x:4.00, y:4.00, z:0.14}
    Vertical Sign 02, {x:0.49, y:0.04, z:3.32}
    Door Pirates, {x:0.00, y:0.00, z:0.00}
    MetalFloor Small, {x:2.00, y:2.00, z:0.01}
    House 7 M Yellow, {x:7.53, y:9.40, z:7.87}
    Binoculars 01, {x:0.11, y:0.76, z:0.12}
    HWN20 Spider Net 02, {x:0.65, y:0.35, z:0.54}
    Deck 8M V01, {x:8.00, y:2.00, z:0.70}
    Solid Yellow, {x:1.00, y:1.00, z:1.00}
    House 6 M Blue, {x:6.29, y:9.27, z:9.13}
    PinkCorner, {x:2.00, y:2.00, z:4.00}
    Outdoor Box Lamp 2, {x:0.56, y:0.51, z:0.95}
    Dirt Pebbles, {x:1.00, y:1.00, z:1.00}
    MetalBoltsWindow, {x:2.00, y:0.40, z:4.00}
    Teleporter 01, {x:2.90, y:2.90, z:0.45}
    LimeRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    BlackFloor, {x:4.00, y:4.00, z:0.01}
    Tree Forest Turquoise 04, {x:4.26, y:3.92, z:7.90}
    Coffin, {x:0.73, y:2.16, z:0.46}
    PinkRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Logs 3, {x:1.17, y:0.81, z:0.62}
    Deck L, {x:7.56, y:8.05, z:1.75}
    Vertical Platform Scifi Alt, {x:2.61, y:2.61, z:0.47}
    PurpleArmchair, {x:1.50, y:1.00, z:1.23}
    Plant 02, {x:0.88, y:1.23, z:0.92}
    Stalagmite 01, {x:0.46, y:0.43, z:1.24}
    BlackRoof Small, {x:2.00, y:2.00, z:0.20}
    Cigarettes, {x:0.26, y:0.29, z:0.03}
    Gazebo, {x:0.00, y:0.00, z:0.00}
    BeachWindow, {x:2.00, y:0.40, z:4.00}
    OrangeRoof Corner, {x:4.00, y:4.00, z:0.70}
    HWN20 Grave 10, {x:1.22, y:1.34, z:2.42}
    Poster5, {x:1.00, y:0.03, z:0.62}
    Stone Moss, {x:1.00, y:1.00, z:1.00}
    HWN20 PumpkinLeaf, {x:0.33, y:0.13, z:0.48}
    OrangeRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    OxygenWall 01, {x:1.89, y:0.69, z:1.92}
    HWN20 Grave 04, {x:0.99, y:0.46, z:1.74}
    Brick Broken Concrete, {x:1.00, y:1.00, z:1.00}
    Deck 2M, {x:2.00, y:0.93, z:0.71}
    Deck 6M V08, {x:6.00, y:2.01, z:4.74}
    Solid Light Blue, {x:1.00, y:1.00, z:1.00}
    HWN20 CrowTrio, {x:0.81, y:0.88, z:0.39}
    Pipe B, {x:4.31, y:0.86, z:3.43}
    FenceStoneLarge 01, {x:0.32, y:5.06, z:1.10}
    Bottle 12, {x:0.26, y:0.30, z:0.48}
    Bottle 06, {x:0.22, y:0.22, z:0.29}
    Wall Stone Medium, {x:3.00, y:0.30, z:1.00}
    PlantSF 02, {x:0.51, y:0.45, z:1.78}
    Floor Tiles 2M 02, {x:2.00, y:2.00, z:0.06}
    Manhole Green, {x:1.80, y:0.07, z:1.79}
    Arcade Machine Blue, {x:1.39, y:1.61, z:2.63}
    CyberPunkWall, {x:2.00, y:0.34, z:4.00}
    Candle 01, {x:0.51, y:0.44, z:0.45}
    Neon DCL Sign, {x:0.68, y:0.02, z:0.74}
    Chess Tile, {x:1.00, y:1.00, z:1.00}
    PinkRoof Small, {x:2.00, y:2.00, z:0.20}
    HWN20 Pumpkin 03, {x:0.77, y:0.69, z:0.68}
    Stove 01, {x:0.79, y:0.83, z:1.73}
    FloorSciFiPanel 01, {x:2.00, y:2.00, z:0.01}
    FloorFantasyRocks 04, {x:16.00, y:16.00, z:0.02}
    HexagonFloor Small, {x:2.00, y:2.00, z:0.02}
    Papyrus 01, {x:0.11, y:0.57, z:0.12}
    TreeHouse 01, {x:5.56, y:3.17, z:4.95}
    LightBlock 03, {x:0.42, y:1.25, z:0.13}
    FenceSticksEnd 01, {x:0.11, y:0.11, z:0.99}
    Lantern 01, {x:0.34, y:0.34, z:0.58}
    OrangeRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Spotlight, {x:2.00, y:2.00, z:29.80}
    M Red, {x:0.50, y:0.08, z:0.50}
    OrangeRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    CorrugatedMetalCorner, {x:2.04, y:2.04, z:4.00}
    LimeRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    OrangeRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    OrangeFloor, {x:4.00, y:4.00, z:0.01}
    Mines Car Track Ramp 3M, {x:1.09, y:3.00, z:0.09}
    Table 2, {x:1.21, y:2.47, z:0.97}
    Cannonball 01, {x:0.34, y:0.35, z:0.35}
    LightCorner 03, {x:1.25, y:1.25, z:0.15}
    K Blue, {x:0.50, y:0.08, z:0.50}
    Dock Straight 01, {x:3.00, y:3.00, z:0.36}
    J Blue, {x:0.50, y:0.08, z:0.50}
    ModernStool, {x:0.55, y:0.55, z:1.14}
    TwoColouredWindow, {x:2.00, y:0.40, z:4.00}
    WarmGridFloor Small, {x:2.00, y:2.00, z:0.02}
    ConcreteFloor, {x:4.00, y:4.00, z:0.01}
    Chest Box 01, {x:1.32, y:0.83, z:0.47}
    PlantSF 12, {x:1.31, y:0.92, z:2.27}
    Trash Can, {x:0.83, y:0.83, z:1.13}
    CreamCushion, {x:0.63, y:0.13, z:0.63}
    TreePine 01, {x:3.26, y:3.32, z:5.71}
    Floor Tiles 2M 06, {x:2.00, y:2.00, z:0.06}
    PlantSF 06, {x:1.18, y:1.32, z:0.76}
    Mines Cart Coal, {x:0.84, y:1.28, z:1.14}
    Fountain 02, {x:4.05, y:4.05, z:3.71}
    Gear 8 Teeth, {x:1.93, y:1.93, z:0.50}
    GlassCorner, {x:2.00, y:2.00, z:4.00}
    LightCylinder 03, {x:0.62, y:0.62, z:0.75}
    Deck 3M, {x:3.00, y:2.00, z:0.71}
    PlantWindow, {x:2.00, y:0.40, z:4.00}
    Vegetation Light Flowers, {x:1.00, y:1.00, z:1.00}
    Barrel, {x:1.15, y:0.86, z:1.54}
    Vitrola, {x:0.99, y:0.87, z:1.36}
    CardboardBox 02, {x:0.96, y:0.96, z:0.96}
    Raft 01, {x:3.93, y:3.77, z:4.51}
    TreeFir 01, {x:2.14, y:4.94, z:2.16}
    Bottle 02, {x:0.22, y:0.22, z:0.47}
    RockLargeMoss 01, {x:1.92, y:1.57, z:4.02}
    YellowRoof Small, {x:2.00, y:2.00, z:0.20}
    GreyFloor Small, {x:2.00, y:2.00, z:0.01}
    Window 2x4 V2 Frame, {x:1.42, y:0.36, z:2.05}
    Mines Car Track Fork, {x:4.19, y:6.00, z:0.09}
    Cactus 01, {x:0.51, y:1.79, z:1.03}
    HWN20 Grave 28, {x:1.48, y:1.70, z:4.26}
    Play, {x:0.45, y:0.07, z:0.42}
    Poster1, {x:1.00, y:0.00, z:1.08}
    NeonLight 01, {x:2.00, y:0.65, z:0.20}
    HWN20 Grave 14, {x:0.99, y:2.20, z:1.59}
    Cauldron 01, {x:0.47, y:0.55, z:0.59}
    RoofVent 01, {x:0.83, y:0.83, z:1.08}
    Deck Stairs, {x:1.73, y:7.61, z:4.74}
    DecentralandLogo 01, {x:0.06, y:1.62, z:1.63}
    Fence Stone Block 02, {x:0.21, y:0.21, z:0.55}
    Horizontal Flying Taxi Available, {x:2.80, y:4.98, z:2.47}
    Milk 1, {x:0.35, y:0.35, z:0.72}
    Plant 06, {x:0.64, y:0.36, z:0.63}
    Armchair A, {x:1.60, y:1.22, z:1.15}
    X Red, {x:0.50, y:0.08, z:0.50}
    GreenFloor, {x:4.00, y:4.00, z:0.01}
    FloorBaseGrass 02, {x:16.00, y:16.00, z:0.02}
    Crystal 04, {x:0.74, y:0.73, z:1.45}
    HexagonGridWindow, {x:2.00, y:0.40, z:4.00}
    Tree Forest Green 04, {x:4.26, y:3.92, z:7.90}
    House 8 M Green, {x:8.86, y:9.39, z:9.13}
    HWN20 Flower 01, {x:0.09, y:0.10, z:0.27}
    ChineseLampRopeMedium 01, {x:3.00, y:0.09, z:0.37}
    GreenRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    StonePath 03, {x:1.99, y:0.99, z:0.06}
    Box, {x:0.63, y:0.43, z:0.29}
    Horizontal Spaceship Orange, {x:3.51, y:5.06, z:1.87}
    Big Table, {x:0.00, y:0.00, z:0.00}
    Pebbles Yellow, {x:1.00, y:1.00, z:1.00}
    Raft, {x:3.93, y:3.77, z:4.51}
    ArrowBoardDoorframe, {x:2.00, y:0.36, z:4.00}
    ThreeSeater Couch, {x:3.34, y:1.48, z:1.48}
    Arthur Sword, {x:2.33, y:0.49, z:0.14}
    Module Stair Stones 1M, {x:1.00, y:1.05, z:0.43}
    Satellite 01, {x:1.26, y:3.75, z:2.69}
    HWN20 ScaryTree 01, {x:4.63, y:3.71, z:4.61}
    Window 2x4 V2 B Open, {x:1.42, y:0.36, z:2.05}
    StonePath 02, {x:1.99, y:1.00, z:0.06}
    CreamRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Road Cobble T, {x:6.00, y:4.00, z:0.04}
    RedRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    FireHydrant 01, {x:0.59, y:1.26, z:0.59}
    Mines Car Track Curve, {x:4.17, y:4.17, z:0.09}
    Red Chopsticks, {x:0.19, y:0.28, z:0.10}
    Crystal 05, {x:0.48, y:0.41, z:1.36}
    Chairwood 01, {x:0.61, y:0.62, z:0.52}
    Brick White, {x:1.00, y:1.00, z:1.00}
    BlackCorner, {x:2.00, y:2.00, z:4.00}
    Drumm Chair, {x:0.53, y:0.52, z:0.81}
    Plant 07, {x:0.09, y:0.87, z:0.55}
    RockSmallMoss 01, {x:0.87, y:0.66, z:0.34}
    HWN20 SkullChain 02, {x:0.39, y:0.37, z:1.58}
    Garland Curve Blue Purple, {x:15.03, y:0.59, z:1.08}
    Stalagmite 04, {x:0.71, y:0.68, z:1.65}
    BeigeFloor Small, {x:2.00, y:2.00, z:0.01}
    Gear Table, {x:1.74, y:1.77, z:1.14}
    Mushroom 01, {x:0.21, y:0.22, z:0.20}
    Unicorn Statue, {x:4.29, y:3.71, z:4.31}
    Tree Forest Turquoise 01, {x:7.95, y:6.44, z:9.58}
    Fence Stone Block 03, {x:0.21, y:0.21, z:0.98}
    Rover 02, {x:4.83, y:4.83, z:5.26}
    Seats 01, {x:3.60, y:1.01, z:1.04}
    Horizontal Platform Scifi, {x:2.04, y:2.04, z:0.49}
    HWN20 Grave 15, {x:0.99, y:0.46, z:1.44}
    HWN20 Grave 01, {x:0.99, y:0.46, z:1.61}
    CaseSciFi 01, {x:0.72, y:0.31, z:0.71}
    HWN20 CoffinTop, {x:1.23, y:3.44, z:0.33}
    Dirty Pillow, {x:1.22, y:1.65, z:1.09}
    HWN20 Grave 29, {x:0.99, y:1.88, z:0.98}
    NavyRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    Mines Cart Empty, {x:0.84, y:1.28, z:1.04}
    PillarDog 01, {x:1.96, y:2.76, z:1.53}
    Bottle 03, {x:0.42, y:0.42, z:0.53}
    WoodFloor Small, {x:2.00, y:2.00, z:0.01}
    FenceStoneSmall 01, {x:0.32, y:1.00, z:1.10}
    Horizontal Spaceship Blue, {x:3.51, y:5.06, z:1.87}
    PurpleRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    Street Light Small, {x:0.39, y:0.39, z:1.98}
    Stone Magic 01, {x:2.57, y:2.36, z:2.45}
    LightCylinder 02, {x:0.62, y:0.62, z:0.75}
    Candle 04, {x:0.28, y:0.28, z:0.53}
    Fountain 03, {x:4.48, y:4.48, z:3.02}
    Glass Opaque Orange, {x:1.00, y:1.00, z:1.00}
    PlantSF 07, {x:0.26, y:0.37, z:1.31}
    HWN20 IronEntranceArch 02, {x:0.22, y:3.48, z:9.21}
    PlantSF 13, {x:0.76, y:0.72, z:1.01}
    Road Angle, {x:2.00, y:2.00, z:0.04}
    PinkRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    WheelBarrow 01, {x:2.89, y:1.59, z:1.30}
    FloorSciFiPanel 04, {x:2.00, y:2.00, z:0.01}
    FloorFantasyRocks 01, {x:16.00, y:16.00, z:0.02}
    Pond 01, {x:4.79, y:5.37, z:0.76}
    Explore, {x:0.93, y:0.07, z:0.47}
    FancyWindow, {x:2.00, y:0.40, z:4.00}
    Big Tube Emissive, {x:9.02, y:9.64, z:14.32}
    HWN20 Pumpkin 06, {x:0.73, y:0.72, z:0.59}
    Table 3, {x:1.94, y:1.94, z:1.00}
    LightCorner 02, {x:1.25, y:1.25, z:0.15}
    SurfBoard 01, {x:0.37, y:2.80, z:0.86}
    ConsoleSofaB, {x:3.84, y:2.63, z:0.87}
    TreeRoundPine 01, {x:3.10, y:4.48, z:3.09}
    PaintBucket 01, {x:0.58, y:0.60, z:0.52}
    PlainPinkWall, {x:2.00, y:0.40, z:4.00}
    MagnoliaFloor, {x:4.00, y:4.00, z:0.01}
    HorizontalBoardWindow, {x:2.00, y:0.40, z:4.00}
    ConsoleStool, {x:0.81, y:0.81, z:0.60}
    Stone Emerald, {x:1.00, y:1.00, z:1.00}
    SpaceRoom 01, {x:4.73, y:7.16, z:3.79}
    GreenBoardsCorner, {x:2.03, y:2.03, z:4.00}
    Red Scifi Button, {x:0.28, y:0.28, z:0.08}
    Floor Wood Curve 02 4M, {x:4.04, y:3.41, z:0.05}
    SandPatchSmall 01, {x:1.64, y:1.25, z:0.56}
    Table 1, {x:0.81, y:2.26, z:0.95}
    Cannonball 02, {x:0.96, y:0.85, z:0.63}
    Brick Dark, {x:1.00, y:1.00, z:1.00}
    PinkBoardsCorner, {x:2.03, y:2.03, z:4.00}
    FencePicketWhiteDoor 01, {x:0.06, y:1.81, z:1.76}
    TreeRoundPine 03, {x:3.10, y:4.48, z:3.09}
    Mines Car Track 3M Jiggle, {x:1.38, y:3.00, z:0.09}
    HWN20 Pumpkin 04, {x:0.56, y:0.50, z:0.44}
    WoodRoundTable 01, {x:2.21, y:2.32, z:0.77}
    Cracked Stones, {x:16.00, y:16.00, z:0.02}
    Q Red, {x:0.50, y:0.08, z:0.50}
    HWN20 VioletGhost, {x:0.14, y:0.77, z:1.02}
    Chest Box 02, {x:0.70, y:0.50, z:0.42}
    FloorFantasyRocks 03, {x:16.00, y:16.00, z:0.02}
    ContainerSmall 01, {x:0.19, y:0.19, z:0.31}
    TreePine 02, {x:3.26, y:3.32, z:5.71}
    PinkRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    Floor Tiles 2M 05, {x:2.00, y:2.00, z:0.05}
    PlantSF 05, {x:0.74, y:1.02, z:1.53}
    PlantSF 11, {x:0.65, y:0.64, z:1.04}
    WoodSpike 01, {x:0.49, y:0.43, z:2.04}
    GreenRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    GreenRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Tank, {x:1.85, y:1.80, z:3.48}
    Fountain 01, {x:4.41, y:4.41, z:3.91}
    KeyboardSciFi 01, {x:0.33, y:0.48, z:1.18}
    House 6 M Yellow, {x:6.29, y:9.38, z:8.00}
    BeigeWindow, {x:2.00, y:0.40, z:4.00}
    Rope 1, {x:1.57, y:1.22, z:0.19}
    Pipe Screen Emissive, {x:0.72, y:3.42, z:1.38}
    Gear 5 Teeth, {x:1.29, y:1.35, z:0.59}
    OrangeRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    LimeRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Mines Model Entry, {x:10.65, y:6.71, z:4.85}
    AncientEgiptianWall, {x:2.00, y:0.39, z:4.00}
    Tree Lamp 01, {x:2.37, y:3.72, z:5.71}
    Building Decor 03, {x:1.03, y:4.03, z:0.42}
    CardboardBox 01, {x:0.84, y:1.38, z:0.62}
    Bottle 01, {x:0.19, y:0.19, z:0.19}
    TreeFir 02, {x:2.24, y:5.00, z:2.16}
    Pebbles Golden, {x:1.00, y:1.00, z:1.00}
    Tree Fence, {x:2.29, y:2.35, z:0.48}
    SandPatchMedium 01, {x:2.64, y:2.73, z:0.70}
    StreetClock 01, {x:0.84, y:0.86, z:2.91}
    D Red, {x:0.50, y:0.08, z:0.50}
    Teal Fantasy Button, {x:0.45, y:0.45, z:0.08}
    HWN20 Grave 17, {x:0.99, y:0.46, z:1.82}
    Poster2, {x:1.00, y:0.02, z:0.63}
    NeonLight 02, {x:0.84, y:0.84, z:0.07}
    Glass Black, {x:1.00, y:1.00, z:1.00}
    HWN20 Grave 03, {x:1.46, y:0.46, z:1.40}
    Fence Stone Block 01, {x:0.22, y:0.22, z:0.36}
    Tree Forest Turquoise 03, {x:14.35, y:10.48, z:12.19}
    Genesis Map, {x:0.25, y:3.09, z:1.90}
    Welcome, {x:0.98, y:0.07, z:0.47}
    Flying Taxi Occupied, {x:2.78, y:4.97, z:2.47}
    BlackRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    StoneFloor Small, {x:2.00, y:2.00, z:0.01}
    Bookshelf, {x:1.00, y:1.00, z:1.00}
    Concre Tile 02, {x:1.00, y:1.00, z:1.00}
    FloorBaseGrass 01, {x:16.00, y:16.00, z:0.02}
    Black Oil Barrel, {x:0.78, y:0.78, z:1.17}
    Plant 05, {x:0.26, y:1.42, z:0.31}
    Armchair B, {x:1.40, y:1.28, z:1.48}
    Milk 2, {x:0.28, y:0.29, z:0.60}
    A Blue, {x:0.50, y:0.08, z:0.50}
    Control Panel, {x:0.81, y:0.81, z:0.06}
    MetalRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    BeerMug 01, {x:0.25, y:0.20, z:0.27}
    Door Fantasy, {x:1.68, y:0.48, z:3.27}
    Box Medium, {x:0.74, y:0.67, z:0.45}
    HWN20 Flower 02, {x:0.19, y:0.26, z:0.30}
    DarkGreyDoorframe, {x:2.00, y:0.30, z:4.00}
    Crown 01, {x:0.43, y:0.43, z:0.21}
    ArrowDoorframe, {x:2.00, y:0.38, z:4.00}
    ChineseStatueLion 01, {x:1.34, y:1.89, z:3.03}
    HWN20 ScaryTree 03, {x:2.82, y:2.45, z:4.92}
